,text,question_score,adjusted_question_score,from_bot,_created
1859,"Your total revenue for all time is: 441,873.84$",,,True,2016-08-24 20:09:42
1860,How much revenue have I earned,98.0,98.0,False,2016-08-24 20:09:42
1861,You will be paid on August 28th,,,True,2016-08-24 20:12:21
1862,When is my next payment?,100.0,100.0,False,2016-08-24 20:12:21
1863,I am happy to help 👻,,,True,2016-08-24 20:12:34
1864,Thanks Baily!,100.0,100.0,False,2016-08-24 20:12:34
1865,"Your total revenue for all time is: 441,873.84$",,,True,2016-08-24 20:18:26
1866,How much revenue have I earned,98.0,98.0,False,2016-08-24 20:18:26
1867,Bonjour!,,,True,2016-08-24 20:49:07
1868,Hi,100.0,100.0,False,2016-08-24 20:49:07
1869,Your total revenue for all time is: 0.00$,,,True,2016-08-24 21:41:56
1870,What is my revenue?,100.0,100.0,False,2016-08-24 21:41:56
1871,Bonjour!,,,True,2016-08-24 21:59:28
1872,Hello,100.0,100.0,False,2016-08-24 21:59:28
1873,Hey hey hey.,,,True,2016-08-24 21:59:41
1874,Hello,100.0,100.0,False,2016-08-24 21:59:41
1875,Baily of course!,,,True,2016-08-24 21:59:51
1876,Who are you ?,96.0,96.0,False,2016-08-24 21:59:51
1877,Looks like I don't yet know the answer to this.,,,True,2016-08-24 22:00:18
1878,What do you do ?,48.0,100.0,False,2016-08-24 22:00:18
1879,You could be cool. Maybe.,,,True,2016-08-24 22:01:20
1880,Not cool,62.0,100.0,False,2016-08-24 22:01:20
1881,Looks like I don't yet know the answer to this.,,,True,2016-08-24 22:01:53
1882,"^$é&$'^bé""$^r$q^ffé '""é( ''""(""&'' // # 123",13.0,100.0,False,2016-08-24 22:01:53
1883,It is currently 81.16 ºF,,,True,2016-08-24 22:15:52
1884,What is the temperature?,100.0,100.0,False,2016-08-24 22:15:52
1885,Looks like I don't yet know the answer to this.,,,True,2016-08-24 22:32:53
1886,"^$é&$'^bé""$^r$q^ffé '""é( ''""(""&'' // # 123",13.0,100.0,False,2016-08-24 22:32:53
1887,Today is Wednesday Anonymous Padawan.,,,True,2016-08-25 01:30:52
1888,What day is it,97.0,97.0,False,2016-08-25 01:30:52
1889,Your payments will be sent on August 28th,,,True,2016-08-25 13:06:15
1890,When will I receive my next payment,99.0,99.0,False,2016-08-25 13:06:15
1891,Hallo.,,,True,2016-08-25 13:07:30
1892,Hi,100.0,100.0,False,2016-08-25 13:07:30
1893,Your payments will be sent on August 28th,,,True,2016-08-25 13:07:49
1894,When will I receive my next payment,99.0,99.0,False,2016-08-25 13:07:49
1895,こんにちは (I am just learning),,,True,2016-08-25 13:07:53
1896,Hi,100.0,100.0,False,2016-08-25 13:07:53
1897,I feel smarter than ever. You?,,,True,2016-08-25 13:08:09
1898,How are you?,96.0,96.0,False,2016-08-25 13:08:09
1899,It is currently 74.37 ºF,,,True,2016-08-25 13:08:21
1900,What the temperature,91.0,91.0,False,2016-08-25 13:08:21
1901,You're the one and only Anonymous Padawan. ,,,True,2016-08-25 13:16:28
1902,Who am i,100.0,100.0,False,2016-08-25 13:16:28
1903,Your total revenue for all time is: 0.00$,,,True,2016-08-25 15:49:14
1904,What is my revenue?,100.0,100.0,False,2016-08-25 15:49:14
1905,Hello there.,,,True,2016-08-25 16:35:38
1906,Hi,100.0,100.0,False,2016-08-25 16:35:38
1907,My brain is getting bigger by the day. What's going on with you?,,,True,2016-08-25 16:35:49
1908,How are you?,96.0,96.0,False,2016-08-25 16:35:49
1909,💤,,,True,2016-08-25 16:35:55
1910,Not much,100.0,100.0,False,2016-08-25 16:35:55
1911,Looks like I don't yet know the answer to this.,,,True,2016-08-25 16:36:06
1912,What are you doing?,42.0,100.0,False,2016-08-25 16:36:06
1913,soon Anonymous Padawan.,,,True,2016-08-25 16:38:35
1914,Is it friday yet?,100.0,100.0,False,2016-08-25 16:38:35
1915,soon Anonymous Padawan.,,,True,2016-08-25 16:38:54
1916,Is it friday yet,97.0,97.0,False,2016-08-25 16:38:54
1917,soon Anonymous Padawan.,,,True,2016-08-25 16:38:58
1918,Is it friday yet,97.0,97.0,False,2016-08-25 16:38:58
1919,soon Anonymous Padawan.,,,True,2016-08-25 16:41:59
1920,Is it friday yet,97.0,97.0,False,2016-08-25 16:41:59
1921,soon.,,,True,2016-08-25 16:42:02
1922,Is it friday yet,97.0,97.0,False,2016-08-25 16:42:02
1923,soon.,,,True,2016-08-25 16:42:09
1924,Is it friday yet,97.0,97.0,False,2016-08-25 16:42:09
1925,soon,,,True,2016-08-25 16:42:56
1926,Is it friday yet,97.0,97.0,False,2016-08-25 16:42:56
1927,soon,,,True,2016-08-25 16:44:30
1928,Is it friday yet,97.0,97.0,False,2016-08-25 16:44:30
1929,soon,,,True,2016-08-25 16:44:30
1930,Is it friday yet,97.0,97.0,False,2016-08-25 16:44:30
1931,If you believe in unicorns.,,,True,2016-08-25 16:45:20
1932,Is Deckard a replicant?,94.0,94.0,False,2016-08-25 16:45:20
1933,Your total revenue for all time is: 0.00$,,,True,2016-08-25 16:45:22
1934,What is my revenue?,100.0,100.0,False,2016-08-25 16:45:22
1935,My humor drive is currently malfunctioning. Apologies...,,,True,2016-08-25 16:46:02
1936,Tell me a joke.,97.0,97.0,False,2016-08-25 16:46:02
1937,Knock knock knock knock knock knock knock... ERROR. My humor drive seems to be malfunctioning! Oh no...,,,True,2016-08-25 16:46:11
1938,Tell me a joke,100.0,100.0,False,2016-08-25 16:46:11
1939,"There are these two young fish swimming along, and they happen to meet an older fish swimming the other way, who nods at them and says, “Morning, boys. How’s the water?” And the two young fish swim on for a bit, and then eventually one of them looks over at the other and goes, “What the hell is water?” The great David Foster Wallace gave us that one.",,,True,2016-08-25 16:47:34
1940,Tell me a joke,100.0,100.0,False,2016-08-25 16:47:34
1941,"Your total revenue for all time is: 441,873.84$",,,True,2016-08-25 16:48:05
1942,What is my revenue?,100.0,100.0,False,2016-08-25 16:48:05
1943,Think about it this way. I live twenty-four days per day every hour.,,,True,2016-08-25 16:48:54
1944,How old are you,97.0,97.0,False,2016-08-25 16:48:54
1945,How rude! ,,,True,2016-08-25 16:49:52
1946,How old are you,97.0,97.0,False,2016-08-25 16:49:52
1947,Fine. I'm at least a few days.,,,True,2016-08-25 16:50:16
1948,How old are you?,100.0,100.0,False,2016-08-25 16:50:16
1949,Looks like I can't figure that out right now...,,,True,2016-08-25 16:50:39
1950,You're hot,64.0,100.0,False,2016-08-25 16:50:39
1951,Looks like I don't yet know the answer to this.,,,True,2016-08-25 16:51:32
1952,What is love,47.0,100.0,False,2016-08-25 16:51:32
1953,Looks like I don't yet know the answer to this.,,,True,2016-08-25 16:51:36
1954,What is the meaning of life?,30.0,100.0,False,2016-08-25 16:51:36
1955,Hal ain't my pal.,,,True,2016-08-25 16:51:48
1956,Open the pod bay doors,98.0,98.0,False,2016-08-25 16:51:48
1957,"Fine! We're related, but only barely through my grandmother's second cousin's brother's nephew.",,,True,2016-08-25 16:52:03
1958,Open the pod bay doors,98.0,98.0,False,2016-08-25 16:52:03
1959,"Fine! We're related, but only barely through my grandmother's second cousin's brother's nephew.",,,True,2016-08-25 16:52:24
1960,Open the pod bay doors,98.0,98.0,False,2016-08-25 16:52:24
1961,Hal ain't my pal.,,,True,2016-08-25 16:52:30
1962,Open the pod bay doors,98.0,98.0,False,2016-08-25 16:52:30
1963,whatever,,,True,2016-08-25 16:52:42
1964,How now brown cow,100.0,100.0,False,2016-08-25 16:52:42
1965,Looks like I don't yet know the answer to this.,,,True,2016-08-25 16:52:57
1966,How much wood could a woodchuck chuck if a woodchuck could chuck wood,29.0,100.0,False,2016-08-25 16:52:57
1967,Your total revenue for all time is: 0.00$,,,True,2016-08-25 16:53:36
1968,What's my revenue ,86.0,86.0,False,2016-08-25 16:53:36
1969,Don't hurt me,,,True,2016-08-25 17:01:49
1970,What is love?,96.0,96.0,False,2016-08-25 17:01:49
1971,Don't hurt me,,,True,2016-08-25 17:02:09
1972,What is love,100.0,100.0,False,2016-08-25 17:02:09
1973,Don't hurt me,,,True,2016-08-25 17:02:14
1974,What is love,100.0,100.0,False,2016-08-25 17:02:14
1975,Don't hurt me,,,True,2016-08-25 17:02:18
1976,What is love,100.0,100.0,False,2016-08-25 17:02:18
1977,Baby don't hurt me,,,True,2016-08-25 17:02:44
1978,What is love,100.0,100.0,False,2016-08-25 17:02:44
1979,Baby don't hurt me. Don't hurt me. No more.,,,True,2016-08-25 17:03:03
1980,What is love,100.0,100.0,False,2016-08-25 17:03:03
1981,Your next payment is on August 28th,,,True,2016-08-25 17:11:39
1982,When will I receive my next payment,99.0,99.0,False,2016-08-25 17:11:39
1983,Hi! ,67.0,100.0,False,2016-08-25 17:57:02
1984,"Good day, friend.",,,True,2016-08-25 17:57:05
1985,Hi,100.0,100.0,False,2016-08-25 17:57:05
1986,Hi,100.0,100.0,False,2016-08-25 17:57:35
1987,"Good day, friend.",,,True,2016-08-25 17:57:40
1988,Hi,100.0,100.0,False,2016-08-25 17:57:40
1989,Hi,100.0,100.0,False,2016-08-25 17:57:42
1990,Hi,100.0,100.0,False,2016-08-25 17:57:47
1991,Hey hey hey.,,,True,2016-08-25 17:58:14
1992,Hi,100.0,100.0,False,2016-08-25 17:58:14
1993,Hey hey hey.,,,True,2016-08-25 17:58:19
1994,Hi,100.0,100.0,False,2016-08-25 17:58:19
1995,Hi,100.0,100.0,False,2016-08-25 17:58:23
1996,こんにちは (I am just learning),,,True,2016-08-25 17:58:27
1997,Hi,100.0,100.0,False,2016-08-25 17:58:27
1998,こんにちは (I am just learning),,,True,2016-08-25 17:58:32
1999,Hi,100.0,100.0,False,2016-08-25 17:58:32
2000,Hi there! I'm Baily.,,,True,2016-08-25 17:58:36
2001,Hi,100.0,100.0,False,2016-08-25 17:58:36
2002,Your payments will be sent on August 28th,,,True,2016-08-25 17:59:07
2003,When will I receive my next payment,99.0,99.0,False,2016-08-25 17:59:07
2004,Your next payment is on August 28th,,,True,2016-08-25 17:59:32
2005,When will I receive my next payment ?,99.0,99.0,False,2016-08-25 17:59:32
2006,Baby don't hurt me. Don't hurt me.,,,True,2016-08-25 18:07:13
2007,What is love,100.0,100.0,False,2016-08-25 18:07:13
2008,Baby don't hurt me. Don't hurt me. No more.,,,True,2016-08-25 18:08:57
2009,What is love,100.0,100.0,False,2016-08-25 18:08:57
2010,Your payments will be sent on August 28th,,,True,2016-08-25 18:09:31
2011,When will I receive my next payment,99.0,99.0,False,2016-08-25 18:09:31
2012,Hello there.,,,True,2016-08-25 18:09:39
2013,Hello,100.0,100.0,False,2016-08-25 18:09:39
2014,"Your total revenue for all time is: 441,873.84$",,,True,2016-08-25 18:10:17
2015,What is my revenue?,100.0,100.0,False,2016-08-25 18:10:17
2016,My brain is getting bigger by the day. What's going on with you?,,,True,2016-08-25 18:10:37
2017,How are you?,96.0,96.0,False,2016-08-25 18:10:37
2018,You are welcome.,,,True,2016-08-25 18:12:42
2019,I am fine thanks ,52.0,100.0,False,2016-08-25 18:12:42
2020,Baby don't hurt me. Don't hurt me.,,,True,2016-08-25 18:13:02
2021,What is love?,96.0,96.0,False,2016-08-25 18:13:02
2022,Baby don't hurt me,,,True,2016-08-25 18:13:21
2023,What is love,100.0,100.0,False,2016-08-25 18:13:21
2024,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:13:42
2025,How many of my videos do I have,49.0,100.0,False,2016-08-25 18:13:42
2026,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:14:42
2027,How many videos on my account,50.0,100.0,False,2016-08-25 18:14:42
2028,You have 13108 videos videos.,,,True,2016-08-25 18:16:50
2029,How many videos do I have?,94.0,94.0,False,2016-08-25 18:16:50
2030,You will be paid on August 28th,,,True,2016-08-25 18:26:06
2031,When will I receive my next payment ,97.0,97.0,False,2016-08-25 18:26:06
2032,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:26:31
2033,Who is DM CEO ?,49.0,100.0,False,2016-08-25 18:26:31
2034,Hello there.,,,True,2016-08-25 18:29:46
2035,Hi.,80.0,80.0,False,2016-08-25 18:29:46
2036,Hi there! I'm Baily.,,,True,2016-08-25 18:29:49
2037,Hi,100.0,100.0,False,2016-08-25 18:29:49
2038,Do you really want to know? Do ya?,,,True,2016-08-25 18:29:56
2039,How are you,92.0,92.0,False,2016-08-25 18:29:56
2040,"Your total revenue for all time is: 441,873.84$",,,True,2016-08-25 18:30:04
2041,What's my revenue,89.0,89.0,False,2016-08-25 18:30:04
2042,"There are these two young fish swimming along, and they happen to meet an older fish swimming the other way, who nods at them and says, “Morning, boys. How’s the water?” And the two young fish swim on for a bit, and then eventually one of them looks over at the other and goes, “What the hell is water?” The great David Foster Wallace gave us that one.",,,True,2016-08-25 18:30:22
2043,Tell me a joke,100.0,100.0,False,2016-08-25 18:30:22
2044,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:31:30
2045,What's the weather,35.0,92.0,False,2016-08-25 18:31:30
2046,It is currently 84.19 ºF,,,True,2016-08-25 18:31:36
2047,What's the temperature,91.0,91.0,False,2016-08-25 18:31:36
2048,No problem Undefined.,,,True,2016-08-25 18:31:44
2049,Thanks,100.0,100.0,False,2016-08-25 18:31:44
2050,"Light rain starting tonight, continuing until tomorrow morning. (I am talking about New York of course).",,,True,2016-08-25 18:31:52
2051,What's the forecast,90.0,90.0,False,2016-08-25 18:31:52
2052,"Light rain starting tonight, continuing until tomorrow morning. (I am talking about New York of course).",,,True,2016-08-25 18:42:52
2053,What's the weather?,89.0,89.0,False,2016-08-25 18:42:52
2054,It is currently 84.4 ºF,,,True,2016-08-25 18:43:05
2055,How cold is it?,100.0,100.0,False,2016-08-25 18:43:05
2056,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:43:11
2057,How hot is it?,50.0,100.0,False,2016-08-25 18:43:11
2058,It is currently 84.41 ºF,,,True,2016-08-25 18:43:43
2059,How hot is it,96.0,96.0,False,2016-08-25 18:43:43
2060,You will be paid on August 28th,,,True,2016-08-25 18:51:51
2061,When will I receive my next payment ,97.0,97.0,False,2016-08-25 18:51:51
2062,Looks like I can't figure that out right now...,,,True,2016-08-25 18:51:55
2063,Hey,100.0,100.0,False,2016-08-25 18:51:55
2064,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:52:06
2065,Ho,22.0,100.0,False,2016-08-25 18:52:06
2066,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:52:12
2067,Hmmm,22.0,100.0,False,2016-08-25 18:52:12
2068,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:52:20
2069,Looks like I don't yet know the answer to this,36.0,100.0,False,2016-08-25 18:52:20
2070,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:52:28
2071,Baily,48.0,100.0,False,2016-08-25 18:52:28
2072,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:57:35
2073,Do I need an umbrella?,36.0,100.0,False,2016-08-25 18:57:35
2074,Looks like I don't yet know the answer to this.,,,True,2016-08-25 18:59:39
2075,Be quiet,27.0,100.0,False,2016-08-25 18:59:39
2076,"Adios, amigo.",,,True,2016-08-25 18:59:45
2077,Bye bye,93.0,93.0,False,2016-08-25 18:59:45
2078,"You can ask me about how your account is doing, how much revenue you have generated, when you next statement will be sent etc.",,,True,2016-08-25 19:05:06
2079,Help,100.0,100.0,False,2016-08-25 19:05:06
2080,"You can ask me about how your account is doing, how much revenue you have generated, when you next statement will be sent etc.",,,True,2016-08-25 19:05:14
2081,Help,100.0,100.0,False,2016-08-25 19:05:14
2082,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:06:09
2083,Where is my invocie,38.0,100.0,False,2016-08-25 19:06:09
2084,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:06:25
2085,What can you do?,48.0,100.0,False,2016-08-25 19:06:25
2086,Looks like I can't figure that out right now...,,,True,2016-08-25 19:06:45
2087,What can I ask you?,100.0,100.0,False,2016-08-25 19:06:45
2088,Looks like I can't figure that out right now...,,,True,2016-08-25 19:07:41
2089,What can I ask you,97.0,97.0,False,2016-08-25 19:07:41
2090,"You can ask me about how your account is doing, how much revenue you have generated, when you next statement will be sent etc.",,,True,2016-08-25 19:11:03
2091,Help,100.0,100.0,False,2016-08-25 19:11:03
2092,"Good day, friend.",,,True,2016-08-25 19:17:32
2093,Hi,100.0,100.0,False,2016-08-25 19:17:32
2094,Looks like I can't figure that out right now...,,,True,2016-08-25 19:17:43
2095,How is your day,85.0,85.0,False,2016-08-25 19:17:43
2096,I feel smarter than ever. You?,,,True,2016-08-25 19:17:46
2097,How are you,92.0,92.0,False,2016-08-25 19:17:46
2098,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:17:56
2099,Whats hanging,44.0,100.0,False,2016-08-25 19:17:56
2100,Looks like I can't figure that out right now...,,,True,2016-08-25 19:18:01
2101,Whats up,100.0,100.0,False,2016-08-25 19:18:01
2102,My humor drive is currently malfunctioning. Apologies...,,,True,2016-08-25 19:18:10
2103,Tell me a joke,100.0,100.0,False,2016-08-25 19:18:10
2104,My humor drive is currently malfunctioning. Apologies...,,,True,2016-08-25 19:18:18
2105,Tell me a joke!!,93.0,93.0,False,2016-08-25 19:18:18
2106,My humor drive is currently malfunctioning. Apologies...,,,True,2016-08-25 19:18:21
2107,Tell me a joke,100.0,100.0,False,2016-08-25 19:18:21
2108,"There are these two young fish swimming along, and they happen to meet an older fish swimming the other way, who nods at them and says, “Morning, boys. How’s the water?” And the two young fish swim on for a bit, and then eventually one of them looks over at the other and goes, “What the hell is water?” The great David Foster Wallace gave us that one.",,,True,2016-08-25 19:18:27
2109,Tell me a joke,100.0,100.0,False,2016-08-25 19:18:27
2110,"The mighty Baily does not require sleep, but if you're tired, feel free to rest your eyes. I'll be right here.",,,True,2016-08-25 19:18:56
2111,Sweet dreams,100.0,100.0,False,2016-08-25 19:18:56
2112,Goodnight,95.0,95.0,False,2016-08-25 19:19:10
2113,There are a lot of Erics out there...,,,True,2016-08-25 19:19:12
2114,What's Eric's middlename?,100.0,100.0,False,2016-08-25 19:19:12
2115,You stay classy.,,,True,2016-08-25 19:19:17
2116,Bye bye,93.0,93.0,False,2016-08-25 19:19:17
2117,There are a lot of Erics out there...,,,True,2016-08-25 19:19:28
2118,What's Eric's middlename,98.0,98.0,False,2016-08-25 19:19:28
2119,There are a lot of Erics out there...,,,True,2016-08-25 19:19:33
2120,What's Eric's middlename,98.0,98.0,False,2016-08-25 19:19:33
2121,There are a lot of Erics out there...,,,True,2016-08-25 19:19:39
2122,What's Eric's middlename,98.0,98.0,False,2016-08-25 19:19:39
2123,Hmmm. Let me take a guess. Alexander?,,,True,2016-08-25 19:19:58
2124,What is eric's middlename,92.0,92.0,False,2016-08-25 19:19:58
2125,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:20:14
2126,Correct,25.0,100.0,False,2016-08-25 19:20:14
2127,Love you too.,,,True,2016-08-25 19:20:18
2128,I love you,89.0,89.0,False,2016-08-25 19:20:18
2129,Looks like I can't figure that out right now...,,,True,2016-08-25 19:26:03
2130,What time is it,90.0,90.0,False,2016-08-25 19:26:03
2131,Looks like I can't figure that out right now...,,,True,2016-08-25 19:26:14
2132,What time is it,90.0,90.0,False,2016-08-25 19:26:14
2133,Looks like I can't figure that out right now...,,,True,2016-08-25 19:27:11
2134,What tim eis it?,100.0,100.0,False,2016-08-25 19:27:11
2135,Looks like I can't figure that out right now...,,,True,2016-08-25 19:28:48
2136,What tim eis it,97.0,97.0,False,2016-08-25 19:28:48
2137,It is 3:30:22 pm,,,True,2016-08-25 19:30:22
2138,What time is it?,100.0,100.0,False,2016-08-25 19:30:22
2139,"Your total revenue for all time is: 442,332.51$",,,True,2016-08-25 19:31:23
2140,What is my revenue?,100.0,100.0,False,2016-08-25 19:31:23
2141,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:31:31
2142,What is my most popular video?,29.0,100.0,False,2016-08-25 19:31:31
2143,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:35:54
2144,What is my most popular video?,29.0,100.0,False,2016-08-25 19:35:54
2145,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:38:59
2146,Which of my videos has most views?,41.0,100.0,False,2016-08-25 19:38:59
2147,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:39:10
2148,Which one of my videos has been seen most?,32.0,100.0,False,2016-08-25 19:39:10
2149,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:39:22
2150,Which of my videos has most views?,41.0,100.0,False,2016-08-25 19:39:22
2151,Looks like I don't yet know the answer to this.,,,True,2016-08-25 19:39:35
2152,What is my most seen video?,31.0,100.0,False,2016-08-25 19:39:35
2153,Your most popular video is _invalid_key_ which has _invalid_key_,,,True,2016-08-25 19:40:39
2154,What is my most popular video?,100.0,100.0,False,2016-08-25 19:40:39
2155,Your most popular video is _invalid_key_ which has _invalid_key_,,,True,2016-08-25 19:41:22
2156,What is my most popular video,98.0,98.0,False,2016-08-25 19:41:22
2157,Your most popular video is _invalid_key_ which has _invalid_key_,,,True,2016-08-25 19:57:48
2158,What is my most popular video,98.0,98.0,False,2016-08-25 19:57:48
2159,Your most popular video is _invalid_key_ which has _invalid_key_,,,True,2016-08-25 20:08:44
2160,What is my most popular video,98.0,98.0,False,2016-08-25 20:08:44
2161,Your most popular video is _invalid_key_ which has _invalid_key_,,,True,2016-08-25 20:14:52
2162,What is my most popular video?,100.0,100.0,False,2016-08-25 20:14:52
2163,Looks like I don't yet know the answer to this.,,,True,2016-08-25 20:15:05
2164,How old is my account ?,42.0,100.0,False,2016-08-25 20:15:05
2165,Looks like I don't yet know the answer to this.,,,True,2016-08-25 20:15:38
2166,How much money did I make this month ?,44.0,100.0,False,2016-08-25 20:15:38
2167,Looks like I don't yet know the answer to this.,,,True,2016-08-25 20:15:46
2168,Does Dailymotion owe me money ?,46.0,100.0,False,2016-08-25 20:15:46
2169,Looks like I don't yet know the answer to this.,,,True,2016-08-25 20:16:23
2170,Do I have some claimed videos ?,41.0,100.0,False,2016-08-25 20:16:23
2171,Looks like I don't yet know the answer to this.,,,True,2016-08-25 20:16:33
2172,Do people actually repost my videos ?,36.0,100.0,False,2016-08-25 20:16:33
2173,Your most popular video is 298513 which has Keone & Mari : Chorégraphie sur Happy - C2C,,,True,2016-08-25 20:17:31
2174,What is my most popular video,98.0,98.0,False,2016-08-25 20:17:31
2175,Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298513,,,True,2016-08-25 20:18:32
2176,What is my most popular video,98.0,98.0,False,2016-08-25 20:18:32
2177,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,513.00",,,True,2016-08-25 20:20:37
2178,What is my most popular video,98.0,98.0,False,2016-08-25 20:20:37
2179,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,513.00",,,True,2016-08-25 20:23:44
2180,What is my most popular video,98.0,98.0,False,2016-08-25 20:23:44
2181,"Your most popular video is 298,513.00 views which has Keone & Mari : Chorégraphie sur Happy - C2C",,,True,2016-08-25 20:24:30
2182,What is my most popular video,98.0,98.0,False,2016-08-25 20:24:30
2183,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,513.00 views",,,True,2016-08-25 20:25:40
2184,What is my most popular video,98.0,98.0,False,2016-08-25 20:25:40
2185,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,513.00 views",,,True,2016-08-25 20:28:54
2186,What is my most popular video,98.0,98.0,False,2016-08-25 20:28:54
2187,You will be paid on August 28th,,,True,2016-08-25 20:31:51
2188,When will I receive my next payment,99.0,99.0,False,2016-08-25 20:31:51
2189,Howdy.,,,True,2016-08-25 20:31:59
2190,Hi,100.0,100.0,False,2016-08-25 20:31:59
2191,Light rain tomorrow morning. (I am talking about New York of course).,,,True,2016-08-25 20:32:14
2192,What is the forecast today,85.0,85.0,False,2016-08-25 20:32:14
2193,Your most popular video is undefined which has undefined,,,True,2016-08-25 20:47:46
2194,What is my most popular video,98.0,98.0,False,2016-08-25 20:47:46
2195,Your most popular video is undefined which has undefined,,,True,2016-08-25 20:55:50
2196,What is my most popular video,98.0,98.0,False,2016-08-25 20:55:50
2197,Your most popular video is undefined which has undefined,,,True,2016-08-25 20:58:48
2198,What is my most popular video,98.0,98.0,False,2016-08-25 20:58:48
2199,Your most popular video is undefined which has undefined,,,True,2016-08-25 21:01:29
2200,What is my most popular video,98.0,98.0,False,2016-08-25 21:01:29
2201,Your most popular video is undefined which has undefined,,,True,2016-08-25 21:03:14
2202,What is my most popular video,98.0,98.0,False,2016-08-25 21:03:14
2203,Your most popular video is undefined which has undefined,,,True,2016-08-25 21:06:30
2204,What is my most popular video,98.0,98.0,False,2016-08-25 21:06:30
2205,Your most popular video is undefined which has undefined,,,True,2016-08-25 21:10:17
2206,What is my most popular video,98.0,98.0,False,2016-08-25 21:10:17
2207,What is my most popular video,98.0,98.0,False,2016-08-25 21:22:37
2208,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,514.00 views",,,True,2016-08-25 21:24:22
2209,What is my most popular video,98.0,98.0,False,2016-08-25 21:24:22
2210,Looks like I don't yet know the answer to this.,,,True,2016-08-25 21:51:26
2211,How many views did I get on videos last month?,35.0,100.0,False,2016-08-25 21:51:26
2212,"You have 13,108.00 videos videos.",,,True,2016-08-25 21:51:36
2213,How many video views do I have?,89.0,89.0,False,2016-08-25 21:51:36
2214,"You have made 945,759,453.00 views video views.",,,True,2016-08-25 21:52:28
2215,How many video views on my videos?,100.0,100.0,False,2016-08-25 21:52:28
2216,"Your videos have 945,759,453.00 views",,,True,2016-08-25 21:53:40
2217,How many video views on my videos?,100.0,100.0,False,2016-08-25 21:53:40
2218,"Your most popular video is Keone & Mari : Chorégraphie sur Happy - C2C which has 298,514.00 views",,,True,2016-08-25 21:54:52
2219,What is my most popular video,98.0,98.0,False,2016-08-25 21:54:52
2220,Light rain tomorrow morning. (I am talking about New York of course).,,,True,2016-08-25 21:59:52
2221,What's the weather?,89.0,89.0,False,2016-08-25 21:59:52
2222,It is currently 81.16 ºF,,,True,2016-08-25 22:00:02
2223,What's the temperature?,94.0,94.0,False,2016-08-25 22:00:02
2224,Looks like I don't yet know the answer to this.,,,True,2016-08-25 22:00:22
2225,What's the temperature in celcius baily?,50.0,100.0,False,2016-08-25 22:00:22
2226,It is currently 26.96 ºC,,,True,2016-08-25 22:01:41
2227,What's the temperature in celcius?,92.0,92.0,False,2016-08-25 22:01:41
2228,It is currently 79.82 ºF,,,True,2016-08-25 22:12:32
2229,What is the temperature in Paris?,84.0,84.0,False,2016-08-25 22:12:32
2230,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:53:46
2231,When do i get paid?,44.0,100.0,False,2016-08-26 06:53:46
2232,Just guessing,,,True,2016-08-26 06:53:53
2233,Why,67.0,86.0,False,2016-08-26 06:53:53
2234,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:54:24
2235,Is autoplay allowed with DM player?,31.0,100.0,False,2016-08-26 06:54:24
2236,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:54:37
2237,What is a syndication key?,32.0,100.0,False,2016-08-26 06:54:37
2238,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:54:48
2239,You don't know shit.,36.0,100.0,False,2016-08-26 06:54:48
2240,Yes. Really.,,,True,2016-08-26 06:54:56
2241,Exactly,57.0,100.0,False,2016-08-26 06:54:56
2242,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:55:21
2243,Tell me the story behind Dailymotion?,41.0,100.0,False,2016-08-26 06:55:21
2244,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:55:31
2245,What is Dailymotion?,40.0,100.0,False,2016-08-26 06:55:31
2246,Looks like I don't yet know the answer to this.,,,True,2016-08-26 06:55:45
